O_per,NF_per,NM_per,valency_NF,valency_NM,automic_mass,automic_vol,A_number,automic_radius,vdwall_radius,covalent_radius,element_dipole_polarizability,others,pH,Temp (Celsius),f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,rate (gm/m2/day)
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.4,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.166463882
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.72,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.123027971
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.4,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.111137694
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.9,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.020771586
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.8,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.01516617
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.15,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.035185514
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.39,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.045619839
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.8,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.035428173
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.45,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.0264498
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.45,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.025236507
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.07,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.012084404
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.18,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.014559523
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.4,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.063091267
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.79,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.116718844
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.57,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.127881145
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.18,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.005872341
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.53,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.006381924
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.45,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.016622122
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.7,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.022567261
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.36,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.01487498
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.67,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.006090734
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.05,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.611499974
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.52,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.40766665
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.38,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.179324794
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.22,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.10046071
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.65,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.439212283
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.19,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.212569039
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.7,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.13831547
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.46,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.50230355
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,6.05,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.160640073
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.65,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,4.076666496
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.29,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.254545582
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.74,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,1.948549522
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.55,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,9.900475776
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,8.54,200,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,3.033234
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.2,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.008080535
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.27,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.00499877
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.02,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.004052401
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.63,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.003106032
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.95,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.002091718
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.24,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.002450853
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,5.95,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.035670832
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.03,90,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.082261306
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.08,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.017083174
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.01,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.008104801
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.56,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.548408707
0.778575129,0.221424871,0,231.947999,0,10694.79451,2935.879724,4915.062616,661.5410562,578.2064352,295.1492799,11906.2914,0,7.28,150,25.232798,13.54786,20.322374,10.504789,7.2355146,-0.6428689,0.72429913,6.703285,14.743387,13.02971,0.68429759
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.8,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,298.4702256
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,222.5180462
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.3,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,129.8224152
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,102.6446386
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.2,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,85.41586944
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.3,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,72.797616
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,188.3031667
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.9,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,167.1918581
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,98.2767816
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,565.3948176
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,286.3372896
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,189.0311429
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,136.8595181
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,4,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,376.121016
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,4.4,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,198.9801504
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,4.3,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,114.0495984
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,647.8987824
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,470.7579168
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.9,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,320.3095104
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,4,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,25.96448304
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,5.7,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,143.1686448
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,5.5,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,82.5039648
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,5.6,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,46.1051568
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,6.1,200,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,62.36329104
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7,200,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,55.8115056
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.5,200,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,76.92281424
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,7.7,200,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,54.11289456
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,8,200,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,33.00158592
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,9.1,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,9.924741648
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,8.4,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,8.104801248
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,9,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,7.473888576
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,8.7,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,7.52242032
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,9,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,6.503253696
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,9.2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,22.6157927
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,9,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,7.40109096
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2082.011818
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2120.837213
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,1890.311429
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2057.745946
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2370.775694
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1.1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,3203.095104
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2329.523712
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,1,300,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,2232.460224
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,68.67241776
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,75.46686192
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,66.00317184
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,79.83471888
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,35.42817312
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,15.14190413
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,70.85634624
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,36.15614928
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,27.66309408
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,22.08194352
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,27.17777664
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,23.63495933
0.681130226,0.212140257,0.106729517,240.9854969,47.60613372,6910.56705,2629.354044,3409.151016,629.0828429,555.1299539,282.9823159,9986.281918,0,2,150,10.893426,6.653773,12.459437,12.606045,16.046923,16.697403,17.818232,6.1143084,5.683449,6.101972,22.71285619
